date,state,dose,daily_vac
2021-06-15,Terengganu,2nd Dose,2239
2021-06-15,Kuala Lumpur,2nd Dose,4750
2021-06-15,Labuan,2nd Dose,12
2021-06-15,Putrajaya,2nd Dose,832
2021-06-15,Malaysia,2nd Dose,56115
2021-06-15,Johor,1st Dose,13297
2021-06-15,Kedah,1st Dose,4287
2021-06-15,Kelantan,1st Dose,8090
2021-06-15,Melaka,1st Dose,2076
2021-06-15,Negeri Sembilan,1st Dose,5529
2021-06-15,Pahang,1st Dose,6161
2021-06-15,Perak,1st Dose,6249
2021-06-15,Perlis,1st Dose,1844
2021-06-15,Penang,1st Dose,8411
2021-06-15,Sabah,1st Dose,13120
2021-06-15,Sarawak,1st Dose,39430
2021-06-15,Selangor,1st Dose,28115
2021-06-15,Terengganu,1st Dose,4108
2021-06-15,Kuala Lumpur,1st Dose,24074
2021-06-15,Labuan,1st Dose,936
2021-06-15,Putrajaya,1st Dose,726
2021-06-15,Malaysia,1st Dose,166453
2021-06-16,Johor,1st Booster,0
2021-06-16,Kedah,1st Booster,0
2021-06-16,Kelantan,1st Booster,0
2021-06-16,Melaka,1st Booster,0
2021-06-16,Negeri Sembilan,1st Booster,0
2021-06-16,Pahang,1st Booster,0
2021-06-16,Perak,1st Booster,0
2021-06-16,Perlis,1st Booster,0
2021-06-16,Penang,1st Booster,0
2021-06-16,Sabah,1st Booster,0
2021-06-16,Sarawak,1st Booster,0
2021-06-16,Selangor,1st Booster,0
2021-06-16,Terengganu,1st Booster,0
2021-06-16,Kuala Lumpur,1st Booster,0
2021-06-16,Labuan,1st Booster,0
2021-06-16,Putrajaya,1st Booster,0
2021-06-16,Malaysia,1st Booster,0
2021-06-16,Johor,2nd Booster,0
2021-06-16,Kedah,2nd Booster,0
2021-06-16,Kelantan,2nd Booster,0
2021-06-16,Melaka,2nd Booster,0
2021-06-16,Negeri Sembilan,2nd Booster,0
2021-06-16,Pahang,2nd Booster,0
2021-06-16,Perak,2nd Booster,0
2021-06-16,Perlis,2nd Booster,0
2021-06-16,Penang,2nd Booster,0
2021-06-16,Sabah,2nd Booster,0
2021-06-16,Sarawak,2nd Booster,0
2021-06-16,Selangor,2nd Booster,0
2021-06-16,Terengganu,2nd Booster,0
2021-06-16,Kuala Lumpur,2nd Booster,0
2021-06-16,Labuan,2nd Booster,0
2021-06-16,Putrajaya,2nd Booster,0
2021-06-16,Malaysia,2nd Booster,0
2021-06-16,Johor,2nd Dose,406
2021-06-16,Kedah,2nd Dose,1020
2021-06-16,Kelantan,2nd Dose,934
2021-06-16,Melaka,2nd Dose,13
2021-06-16,Negeri Sembilan,2nd Dose,1094
2021-06-16,Pahang,2nd Dose,87
2021-06-16,Perak,2nd Dose,13
2021-06-16,Perlis,2nd Dose,36
2021-06-16,Penang,2nd Dose,110
2021-06-16,Sabah,2nd Dose,1807
2021-06-16,Sarawak,2nd Dose,754
2021-06-16,Selangor,2nd Dose,1068
2021-06-16,Terengganu,2nd Dose,223
2021-06-16,Kuala Lumpur,2nd Dose,587
2021-06-16,Labuan,2nd Dose,14
2021-06-16,Putrajaya,2nd Dose,5
2021-06-16,Malaysia,2nd Dose,8171
2021-06-16,Johor,1st Dose,16905
2021-06-16,Kedah,1st Dose,3860
2021-06-16,Kelantan,1st Dose,11603
2021-06-16,Melaka,1st Dose,5157
2021-06-16,Negeri Sembilan,1st Dose,5540
2021-06-16,Pahang,1st Dose,5535
2021-06-16,Perak,1st Dose,2465
2021-06-16,Perlis,1st Dose,2600
2021-06-16,Penang,1st Dose,9906
2021-06-16,Sabah,1st Dose,16479
2021-06-16,Sarawak,1st Dose,54022
2021-06-16,Selangor,1st Dose,35632
2021-06-16,Terengganu,1st Dose,5329
2021-06-16,Kuala Lumpur,1st Dose,28114
2021-06-16,Labuan,1st Dose,1166
2021-06-16,Putrajaya,1st Dose,1201
2021-06-16,Malaysia,1st Dose,205514
2021-06-17,Johor,1st Booster,0
2021-06-17,Kedah,1st Booster,0
2021-06-17,Kelantan,1st Booster,0
2021-06-17,Melaka,1st Booster,0
2021-06-17,Negeri Sembilan,1st Booster,0
2021-06-17,Pahang,1st Booster,0
2021-06-17,Perak,1st Booster,0
2021-06-17,Perlis,1st Booster,0
2021-06-17,Penang,1st Booster,0
2021-06-17,Sabah,1st Booster,0
2021-06-17,Sarawak,1st Booster,0
2021-06-17,Selangor,1st Booster,0
2021-06-17,Terengganu,1st Booster,0
2021-06-17,Kuala Lumpur,1st Booster,0
2021-06-17,Labuan,1st Booster,0
2021-06-17,Putrajaya,1st Booster,0
2021-06-17,Malaysia,1st Booster,0
2021-06-17,Johor,2nd Booster,0
2021-06-17,Kedah,2nd Booster,0
2021-06-17,Kelantan,2nd Booster,0
2021-06-17,Melaka,2nd Booster,0
2021-06-17,Negeri Sembilan,2nd Booster,0
2021-06-17,Pahang,2nd Booster,0
2021-06-17,Perak,2nd Booster,0
2021-06-17,Perlis,2nd Booster,0
2021-06-17,Penang,2nd Booster,0
2021-06-17,Sabah,2nd Booster,0
2021-06-17,Sarawak,2nd Booster,0
2021-06-17,Selangor,2nd Booster,0
2021-06-17,Terengganu,2nd Booster,0
2021-06-17,Kuala Lumpur,2nd Booster,0
2021-06-17,Labuan,2nd Booster,0
2021-06-17,Putrajaya,2nd Booster,0
2021-06-17,Malaysia,2nd Booster,0
2021-06-17,Johor,2nd Dose,5968
2021-06-17,Kedah,2nd Dose,5196
2021-06-17,Kelantan,2nd Dose,3026
2021-06-17,Melaka,2nd Dose,1200
2021-06-17,Negeri Sembilan,2nd Dose,1391
2021-06-17,Pahang,2nd Dose,383
2021-06-17,Perak,2nd Dose,1274
2021-06-17,Perlis,2nd Dose,1587
2021-06-17,Penang,2nd Dose,1979
2021-06-17,Sabah,2nd Dose,4517
2021-06-17,Sarawak,2nd Dose,3578
2021-06-17,Selangor,2nd Dose,6827
2021-06-17,Terengganu,2nd Dose,2006
2021-06-17,Kuala Lumpur,2nd Dose,4759
2021-06-17,Labuan,2nd Dose,22
2021-06-17,Putrajaya,2nd Dose,577
2021-06-17,Malaysia,2nd Dose,44290
2021-06-17,Johor,1st Dose,14551
2021-06-17,Kedah,1st Dose,3748
2021-06-17,Kelantan,1st Dose,8640
2021-06-17,Melaka,1st Dose,4947
2021-06-17,Negeri Sembilan,1st Dose,5269
2021-06-17,Pahang,1st Dose,3582
2021-06-17,Perak,1st Dose,9253
2021-06-17,Perlis,1st Dose,1411
2021-06-17,Penang,1st Dose,9169
2021-06-17,Sabah,1st Dose,12484
2021-06-17,Sarawak,1st Dose,50674
2021-06-17,Selangor,1st Dose,29698
2021-06-17,Terengganu,1st Dose,3391
2021-06-17,Kuala Lumpur,1st Dose,24288
2021-06-17,Labuan,1st Dose,2493
2021-06-17,Putrajaya,1st Dose,918
2021-06-17,Malaysia,1st Dose,184516
2021-06-18,Johor,1st Booster,0
2021-06-18,Kedah,1st Booster,0
2021-06-18,Kelantan,1st Booster,0
2021-06-18,Melaka,1st Booster,0
2021-06-18,Negeri Sembilan,1st Booster,0
2021-06-18,Pahang,1st Booster,0
2021-06-18,Perak,1st Booster,0
2021-06-18,Perlis,1st Booster,0
2021-06-18,Penang,1st Booster,0
2021-06-18,Sabah,1st Booster,0
2021-06-18,Sarawak,1st Booster,0
2021-06-18,Selangor,1st Booster,0
2021-06-18,Terengganu,1st Booster,0
2021-06-18,Kuala Lumpur,1st Booster,0
2021-06-18,Labuan,1st Booster,0
2021-06-18,Putrajaya,1st Booster,0
2021-06-18,Malaysia,1st Booster,0
2021-06-18,Johor,2nd Booster,0
2021-06-18,Kedah,2nd Booster,0
2021-06-18,Kelantan,2nd Booster,0
2021-06-18,Melaka,2nd Booster,0
2021-06-18,Negeri Sembilan,2nd Booster,0
2021-06-18,Pahang,2nd Booster,0
2021-06-18,Perak,2nd Booster,0
2021-06-18,Perlis,2nd Booster,0
2021-06-18,Penang,2nd Booster,0
2021-06-18,Sabah,2nd Booster,0
2021-06-18,Sarawak,2nd Booster,0
2021-06-18,Selangor,2nd Booster,0
2021-06-18,Terengganu,2nd Booster,0
2021-06-18,Kuala Lumpur,2nd Booster,0
2021-06-18,Labuan,2nd Booster,0
2021-06-18,Putrajaya,2nd Booster,0
2021-06-18,Malaysia,2nd Booster,0
2021-06-18,Johor,2nd Dose,1941
2021-06-18,Kedah,2nd Dose,1128
2021-06-18,Kelantan,2nd Dose,13
2021-06-18,Melaka,2nd Dose,1903
2021-06-18,Negeri Sembilan,2nd Dose,1849
2021-06-18,Pahang,2nd Dose,401
2021-06-18,Perak,2nd Dose,3220
2021-06-18,Perlis,2nd Dose,1075
2021-06-18,Penang,2nd Dose,2235
2021-06-18,Sabah,2nd Dose,5160
2021-06-18,Sarawak,2nd Dose,1953
2021-06-18,Selangor,2nd Dose,6818
2021-06-18,Terengganu,2nd Dose,1
2021-06-18,Kuala Lumpur,2nd Dose,3995
2021-06-18,Labuan,2nd Dose,43
2021-06-18,Putrajaya,2nd Dose,928
2021-06-18,Malaysia,2nd Dose,32663
2021-06-18,Johor,1st Dose,7134
2021-06-18,Kedah,1st Dose,1658
2021-06-18,Kelantan,1st Dose,435
2021-06-18,Melaka,1st Dose,4663
2021-06-18,Negeri Sembilan,1st Dose,4396
2021-06-18,Pahang,1st Dose,3428
2021-06-18,Perak,1st Dose,8025
2021-06-18,Perlis,1st Dose,921
2021-06-18,Penang,1st Dose,8101
2021-06-18,Sabah,1st Dose,11067
2021-06-18,Sarawak,1st Dose,49466
2021-06-18,Selangor,1st Dose,26820
2021-06-18,Terengganu,1st Dose,1
2021-06-18,Kuala Lumpur,1st Dose,23238
2021-06-18,Labuan,1st Dose,2321
2021-06-18,Putrajaya,1st Dose,706
2021-06-18,Malaysia,1st Dose,152380
2021-06-19,Johor,1st Booster,0
2021-06-19,Kedah,1st Booster,0
2021-06-19,Kelantan,1st Booster,0
2021-06-19,Melaka,1st Booster,0
2021-06-19,Negeri Sembilan,1st Booster,0
2021-06-19,Pahang,1st Booster,0
2021-06-19,Perak,1st Booster,0
2021-06-19,Perlis,1st Booster,0
2021-06-19,Penang,1st Booster,0
2021-06-19,Sabah,1st Booster,0
2021-06-19,Sarawak,1st Booster,0
2021-06-19,Selangor,1st Booster,0
2021-06-19,Terengganu,1st Booster,0
2021-06-19,Kuala Lumpur,1st Booster,0
2021-06-19,Labuan,1st Booster,0
2021-06-19,Putrajaya,1st Booster,0
2021-06-19,Malaysia,1st Booster,0
2021-06-19,Johor,2nd Booster,0
2021-06-19,Kedah,2nd Booster,0
2021-06-19,Kelantan,2nd Booster,0
2021-06-19,Melaka,2nd Booster,0
2021-06-19,Negeri Sembilan,2nd Booster,0
2021-06-19,Pahang,2nd Booster,0
2021-06-19,Perak,2nd Booster,0
2021-06-19,Perlis,2nd Booster,0
2021-06-19,Penang,2nd Booster,0
2021-06-19,Sabah,2nd Booster,0
2021-06-19,Sarawak,2nd Booster,0
2021-06-19,Selangor,2nd Booster,0
2021-06-19,Terengganu,2nd Booster,0
2021-06-19,Kuala Lumpur,2nd Booster,0
2021-06-19,Labuan,2nd Booster,0
2021-06-19,Putrajaya,2nd Booster,0
2021-06-19,Malaysia,2nd Booster,0
2021-06-19,Johor,2nd Dose,9987
2021-06-19,Kedah,2nd Dose,3133
2021-06-19,Kelantan,2nd Dose,4
2021-06-19,Melaka,2nd Dose,930
2021-06-19,Negeri Sembilan,2nd Dose,820
2021-06-19,Pahang,2nd Dose,1211
2021-06-19,Perak,2nd Dose,3183
2021-06-19,Perlis,2nd Dose,8
2021-06-19,Penang,2nd Dose,19
2021-06-19,Sabah,2nd Dose,4237
2021-06-19,Sarawak,2nd Dose,7295
2021-06-19,Selangor,2nd Dose,4936
2021-06-19,Terengganu,2nd Dose,481
2021-06-19,Kuala Lumpur,2nd Dose,25
2021-06-19,Labuan,2nd Dose,12
2021-06-19,Putrajaya,2nd Dose,0
2021-06-19,Malaysia,2nd Dose,36281
2021-06-19,Johor,1st Dose,8788
2021-06-19,Kedah,1st Dose,246
2021-06-19,Kelantan,1st Dose,549
2021-06-19,Melaka,1st Dose,5049
2021-06-19,Negeri Sembilan,1st Dose,1279
2021-06-19,Pahang,1st Dose,917
2021-06-19,Perak,1st Dose,6150
2021-06-19,Perlis,1st Dose,1865
2021-06-19,Penang,1st Dose,7739
2021-06-19,Sabah,1st Dose,12206
2021-06-19,Sarawak,1st Dose,44056
2021-06-19,Selangor,1st Dose,19404
2021-06-19,Terengganu,1st Dose,129
2021-06-19,Kuala Lumpur,1st Dose,24603
2021-06-19,Labuan,1st Dose,2365
2021-06-19,Putrajaya,1st Dose,0
2021-06-19,Malaysia,1st Dose,135345
2021-06-20,Johor,1st Booster,0
2021-06-20,Kedah,1st Booster,0
2021-06-20,Kelantan,1st Booster,0
2021-06-20,Melaka,1st Booster,0
2021-06-20,Negeri Sembilan,1st Booster,0
2021-06-20,Pahang,1st Booster,0
2021-06-20,Perak,1st Booster,0
2021-06-20,Perlis,1st Booster,0
2021-06-20,Penang,1st Booster,0
2021-06-20,Sabah,1st Booster,0
2021-06-20,Sarawak,1st Booster,0
2021-06-20,Selangor,1st Booster,0
2021-06-20,Terengganu,1st Booster,0
2021-06-20,Kuala Lumpur,1st Booster,0
2021-06-20,Labuan,1st Booster,0
2021-06-20,Putrajaya,1st Booster,0
2021-06-20,Malaysia,1st Booster,0
2021-06-20,Johor,2nd Booster,0
2021-06-20,Kedah,2nd Booster,0
2021-06-20,Kelantan,2nd Booster,0
2021-06-20,Melaka,2nd Booster,0
2021-06-20,Negeri Sembilan,2nd Booster,0
2021-06-20,Pahang,2nd Booster,0
2021-06-20,Perak,2nd Booster,0
2021-06-20,Perlis,2nd Booster,0
2021-06-20,Penang,2nd Booster,0
2021-06-20,Sabah,2nd Booster,0
2021-06-20,Sarawak,2nd Booster,0
2021-06-20,Selangor,2nd Booster,0
2021-06-20,Terengganu,2nd Booster,0
2021-06-20,Kuala Lumpur,2nd Booster,0
2021-06-20,Labuan,2nd Booster,0
2021-06-20,Putrajaya,2nd Booster,0
2021-06-20,Malaysia,2nd Booster,0
2021-06-20,Johor,2nd Dose,6408
2021-06-20,Kedah,2nd Dose,1923
2021-06-20,Kelantan,2nd Dose,3716
2021-06-20,Melaka,2nd Dose,0
2021-06-20,Negeri Sembilan,2nd Dose,419
2021-06-20,Pahang,2nd Dose,18
2021-06-20,Perak,2nd Dose,2958
2021-06-20,Perlis,2nd Dose,6
2021-06-20,Penang,2nd Dose,1
2021-06-20,Sabah,2nd Dose,1066
2021-06-20,Sarawak,2nd Dose,4380
2021-06-20,Selangor,2nd Dose,953
2021-06-20,Terengganu,2nd Dose,2332
2021-06-20,Kuala Lumpur,2nd Dose,25
2021-06-20,Labuan,2nd Dose,15
2021-06-20,Putrajaya,2nd Dose,0
2021-06-20,Malaysia,2nd Dose,24220
2021-06-20,Johor,1st Dose,7363
2021-06-20,Kedah,1st Dose,590
2021-06-20,Kelantan,1st Dose,4754
2021-06-20,Melaka,1st Dose,3
2021-06-20,Negeri Sembilan,1st Dose,581
2021-06-20,Pahang,1st Dose,1248
2021-06-20,Perak,1st Dose,5384
2021-06-20,Perlis,1st Dose,2150
2021-06-20,Penang,1st Dose,2095
2021-06-20,Sabah,1st Dose,6537
2021-06-20,Sarawak,1st Dose,43323
2021-06-20,Selangor,1st Dose,15852
2021-06-20,Terengganu,1st Dose,3094
2021-06-20,Kuala Lumpur,1st Dose,26724
2021-06-20,Labuan,1st Dose,1722
2021-06-20,Putrajaya,1st Dose,0
2021-06-20,Malaysia,1st Dose,121420
2021-06-21,Johor,1st Booster,0
2021-06-21,Kedah,1st Booster,0
2021-06-21,Kelantan,1st Booster,0
2021-06-21,Melaka,1st Booster,0
2021-06-21,Negeri Sembilan,1st Booster,0
2021-06-21,Pahang,1st Booster,0
2021-06-21,Perak,1st Booster,0
2021-06-21,Perlis,1st Booster,0
2021-06-21,Penang,1st Booster,0
2021-06-21,Sabah,1st Booster,0
2021-06-21,Sarawak,1st Booster,0
2021-06-21,Selangor,1st Booster,0
2021-06-21,Terengganu,1st Booster,0
2021-06-21,Kuala Lumpur,1st Booster,0
2021-06-21,Labuan,1st Booster,0
2021-06-21,Putrajaya,1st Booster,0
2021-06-21,Malaysia,1st Booster,0
2021-06-21,Johor,2nd Booster,0
2021-06-21,Kedah,2nd Booster,0
2021-06-21,Kelantan,2nd Booster,0
2021-06-21,Melaka,2nd Booster,0
2021-06-21,Negeri Sembilan,2nd Booster,0
2021-06-21,Pahang,2nd Booster,0
2021-06-21,Perak,2nd Booster,0
2021-06-21,Perlis,2nd Booster,0
2021-06-21,Penang,2nd Booster,0
2021-06-21,Sabah,2nd Booster,0
2021-06-21,Sarawak,2nd Booster,0
2021-06-21,Selangor,2nd Booster,0
2021-06-21,Terengganu,2nd Booster,0
2021-06-21,Kuala Lumpur,2nd Booster,0
2021-06-21,Labuan,2nd Booster,0
2021-06-21,Putrajaya,2nd Booster,0
2021-06-21,Malaysia,2nd Booster,0
2021-06-21,Johor,2nd Dose,8629
2021-06-21,Kedah,2nd Dose,7451
2021-06-21,Kelantan,2nd Dose,5051
2021-06-21,Melaka,2nd Dose,1491
2021-06-21,Negeri Sembilan,2nd Dose,1469
2021-06-21,Pahang,2nd Dose,1473
2021-06-21,Perak,2nd Dose,4251
2021-06-21,Perlis,2nd Dose,1886
2021-06-21,Penang,2nd Dose,2761
2021-06-21,Sabah,2nd Dose,1183
2021-06-21,Sarawak,2nd Dose,2365
2021-06-21,Selangor,2nd Dose,8372
2021-06-21,Terengganu,2nd Dose,2292
2021-06-21,Kuala Lumpur,2nd Dose,5200
2021-06-21,Labuan,2nd Dose,9
2021-06-21,Putrajaya,2nd Dose,784
2021-06-21,Malaysia,2nd Dose,54667
2021-06-21,Johor,1st Dose,8210
2021-06-21,Kedah,1st Dose,2961
2021-06-21,Kelantan,1st Dose,4893
2021-06-21,Melaka,1st Dose,4930
2021-06-21,Negeri Sembilan,1st Dose,5063
2021-06-21,Pahang,1st Dose,6301
2021-06-21,Perak,1st Dose,6653
2021-06-21,Perlis,1st Dose,1901
2021-06-21,Penang,1st Dose,10175
2021-06-21,Sabah,1st Dose,9117
2021-06-21,Sarawak,1st Dose,62772
2021-06-21,Selangor,1st Dose,27029
2021-06-21,Terengganu,1st Dose,3921
2021-06-21,Kuala Lumpur,1st Dose,32840
2021-06-21,Labuan,1st Dose,2563
2021-06-21,Putrajaya,1st Dose,809
2021-06-21,Malaysia,1st Dose,190138
2021-06-22,Johor,1st Booster,0
2021-06-22,Kedah,1st Booster,0
2021-06-22,Kelantan,1st Booster,0
2021-06-22,Melaka,1st Booster,0
2021-06-22,Negeri Sembilan,1st Booster,0
2021-06-22,Pahang,1st Booster,0
2021-06-22,Perak,1st Booster,0
2021-06-22,Perlis,1st Booster,0
2021-06-22,Penang,1st Booster,0
2021-06-22,Sabah,1st Booster,0
2021-06-22,Sarawak,1st Booster,0
2021-06-22,Selangor,1st Booster,0
2021-06-22,Terengganu,1st Booster,0
2021-06-22,Kuala Lumpur,1st Booster,0
2021-06-22,Labuan,1st Booster,0
2021-06-22,Putrajaya,1st Booster,0
2021-06-22,Malaysia,1st Booster,0
2021-06-22,Johor,2nd Booster,0
2021-06-22,Kedah,2nd Booster,0
2021-06-22,Kelantan,2nd Booster,0
2021-06-22,Melaka,2nd Booster,0
2021-06-22,Negeri Sembilan,2nd Booster,0
2021-06-22,Pahang,2nd Booster,0
2021-06-22,Perak,2nd Booster,0
2021-06-22,Perlis,2nd Booster,0
2021-06-22,Penang,2nd Booster,0
2021-06-22,Sabah,2nd Booster,0
2021-06-22,Sarawak,2nd Booster,0
2021-06-22,Selangor,2nd Booster,0
2021-06-22,Terengganu,2nd Booster,0
2021-06-22,Kuala Lumpur,2nd Booster,0
2021-06-22,Labuan,2nd Booster,0
2021-06-22,Putrajaya,2nd Booster,0
2021-06-22,Malaysia,2nd Booster,0
2021-06-22,Johor,2nd Dose,7640
2021-06-22,Kedah,2nd Dose,8222
2021-06-22,Kelantan,2nd Dose,7075
2021-06-22,Melaka,2nd Dose,2319
2021-06-22,Negeri Sembilan,2nd Dose,1772
2021-06-22,Pahang,2nd Dose,1846
2021-06-22,Perak,2nd Dose,4605
2021-06-22,Perlis,2nd Dose,1916
2021-06-22,Penang,2nd Dose,3669
2021-06-22,Sabah,2nd Dose,1478
2021-06-22,Sarawak,2nd Dose,595
2021-06-22,Selangor,2nd Dose,9734
2021-06-22,Terengganu,2nd Dose,3443
2021-06-22,Kuala Lumpur,2nd Dose,5788
2021-06-22,Labuan,2nd Dose,8
2021-06-22,Putrajaya,2nd Dose,812
2021-06-22,Malaysia,2nd Dose,60922
2021-06-22,Johor,1st Dose,9609
2021-06-22,Kedah,1st Dose,3008
2021-06-22,Kelantan,1st Dose,4039
2021-06-22,Melaka,1st Dose,4549
2021-06-22,Negeri Sembilan,1st Dose,7213
2021-06-22,Pahang,1st Dose,7329
2021-06-22,Perak,1st Dose,7064
2021-06-22,Perlis,1st Dose,1827
2021-06-22,Penang,1st Dose,10223
2021-06-22,Sabah,1st Dose,9899
2021-06-22,Sarawak,1st Dose,59518
2021-06-22,Selangor,1st Dose,31576
2021-06-22,Terengganu,1st Dose,3556
2021-06-22,Kuala Lumpur,1st Dose,34643
2021-06-22,Labuan,1st Dose,3043
2021-06-22,Putrajaya,1st Dose,942
2021-06-22,Malaysia,1st Dose,198038
2021-06-23,Johor,1st Booster,0
2021-06-23,Kedah,1st Booster,0
2021-06-23,Kelantan,1st Booster,0
2021-06-23,Melaka,1st Booster,0
2021-06-23,Negeri Sembilan,1st Booster,0
2021-06-23,Pahang,1st Booster,0
2021-06-23,Perak,1st Booster,0
2021-06-23,Perlis,1st Booster,0
2021-06-23,Penang,1st Booster,0
2021-06-23,Sabah,1st Booster,0
2021-06-23,Sarawak,1st Booster,0
2021-06-23,Selangor,1st Booster,0
2021-06-23,Terengganu,1st Booster,0
2021-06-23,Kuala Lumpur,1st Booster,0
2021-06-23,Labuan,1st Booster,0
2021-06-23,Putrajaya,1st Booster,0
2021-06-23,Malaysia,1st Booster,0
2021-06-23,Johor,2nd Booster,0
2021-06-23,Kedah,2nd Booster,0
2021-06-23,Kelantan,2nd Booster,0
2021-06-23,Melaka,2nd Booster,0
2021-06-23,Negeri Sembilan,2nd Booster,0
2021-06-23,Pahang,2nd Booster,0
2021-06-23,Perak,2nd Booster,0
2021-06-23,Perlis,2nd Booster,0
2021-06-23,Penang,2nd Booster,0
2021-06-23,Sabah,2nd Booster,0
2021-06-23,Sarawak,2nd Booster,0
2021-06-23,Selangor,2nd Booster,0
2021-06-23,Terengganu,2nd Booster,0
2021-06-23,Kuala Lumpur,2nd Booster,0
2021-06-23,Labuan,2nd Booster,0
2021-06-23,Putrajaya,2nd Booster,0
2021-06-23,Malaysia,2nd Booster,0
2021-06-23,Johor,2nd Dose,8824
2021-06-23,Kedah,2nd Dose,10311
2021-06-23,Kelantan,2nd Dose,8115
2021-06-23,Melaka,2nd Dose,2902
2021-06-23,Negeri Sembilan,2nd Dose,2755
2021-06-23,Pahang,2nd Dose,4190
2021-06-23,Perak,2nd Dose,7000
2021-06-23,Perlis,2nd Dose,2072
2021-06-23,Penang,2nd Dose,4313
2021-06-23,Sabah,2nd Dose,5684
2021-06-23,Sarawak,2nd Dose,444
2021-06-23,Selangor,2nd Dose,11894
2021-06-23,Terengganu,2nd Dose,3898
2021-06-23,Kuala Lumpur,2nd Dose,5935
2021-06-23,Labuan,2nd Dose,373
2021-06-23,Putrajaya,2nd Dose,1292
2021-06-23,Malaysia,2nd Dose,80002
2021-06-23,Johor,1st Dose,9296
2021-06-23,Kedah,1st Dose,1336
2021-06-23,Kelantan,1st Dose,2960
2021-06-23,Melaka,1st Dose,4279
2021-06-23,Negeri Sembilan,1st Dose,6181
2021-06-23,Pahang,1st Dose,4717
2021-06-23,Perak,1st Dose,4304
2021-06-23,Perlis,1st Dose,1658
2021-06-23,Penang,1st Dose,9910
2021-06-23,Sabah,1st Dose,8119
2021-06-23,Sarawak,1st Dose,60508
2021-06-23,Selangor,1st Dose,31317
2021-06-23,Terengganu,1st Dose,3531
2021-06-23,Kuala Lumpur,1st Dose,33321
2021-06-23,Labuan,1st Dose,2374
2021-06-23,Putrajaya,1st Dose,459
2021-06-23,Malaysia,1st Dose,184270
2021-06-24,Johor,1st Booster,0
2021-06-24,Kedah,1st Booster,0
2021-06-24,Kelantan,1st Booster,0
2021-06-24,Melaka,1st Booster,0
2021-06-24,Negeri Sembilan,1st Booster,0
2021-06-24,Pahang,1st Booster,0
2021-06-24,Perak,1st Booster,0
2021-06-24,Perlis,1st Booster,0
2021-06-24,Penang,1st Booster,0
2021-06-24,Sabah,1st Booster,0
2021-06-24,Sarawak,1st Booster,0
2021-06-24,Selangor,1st Booster,0
2021-06-24,Terengganu,1st Booster,0
2021-06-24,Kuala Lumpur,1st Booster,0
2021-06-24,Labuan,1st Booster,0
2021-06-24,Putrajaya,1st Booster,0
2021-06-24,Malaysia,1st Booster,0
2021-06-24,Johor,2nd Booster,0
2021-06-24,Kedah,2nd Booster,0
2021-06-24,Kelantan,2nd Booster,0
2021-06-24,Melaka,2nd Booster,0
2021-06-24,Negeri Sembilan,2nd Booster,0
2021-06-24,Pahang,2nd Booster,0
2021-06-24,Perak,2nd Booster,0
2021-06-24,Perlis,2nd Booster,0
2021-06-24,Penang,2nd Booster,0
2021-06-24,Sabah,2nd Booster,0
2021-06-24,Sarawak,2nd Booster,0
2021-06-24,Selangor,2nd Booster,0
2021-06-24,Terengganu,2nd Booster,0
2021-06-24,Kuala Lumpur,2nd Booster,0
2021-06-24,Labuan,2nd Booster,0
2021-06-24,Putrajaya,2nd Booster,0
2021-06-24,Malaysia,2nd Booster,0
2021-06-24,Johor,2nd Dose,7428
2021-06-24,Kedah,2nd Dose,10662
2021-06-24,Kelantan,2nd Dose,8534
2021-06-24,Melaka,2nd Dose,3693
2021-06-24,Negeri Sembilan,2nd Dose,3552
2021-06-24,Pahang,2nd Dose,5875
2021-06-24,Perak,2nd Dose,7510
2021-06-24,Perlis,2nd Dose,2231
2021-06-24,Penang,2nd Dose,5134
2021-06-24,Sabah,2nd Dose,8123
2021-06-24,Sarawak,2nd Dose,6659
2021-06-24,Selangor,2nd Dose,13678
2021-06-24,Terengganu,2nd Dose,2925
2021-06-24,Kuala Lumpur,2nd Dose,6644
2021-06-24,Labuan,2nd Dose,488
2021-06-24,Putrajaya,2nd Dose,1506
2021-06-24,Malaysia,2nd Dose,94642
2021-06-24,Johor,1st Dose,10229
2021-06-24,Kedah,1st Dose,1802
2021-06-24,Kelantan,1st Dose,2097
2021-06-24,Melaka,1st Dose,4631
2021-06-24,Negeri Sembilan,1st Dose,6003
2021-06-24,Pahang,1st Dose,3109
2021-06-24,Perak,1st Dose,5792
2021-06-24,Perlis,1st Dose,983
2021-06-24,Penang,1st Dose,9256
2021-06-24,Sabah,1st Dose,7504
2021-06-24,Sarawak,1st Dose,58852
2021-06-24,Selangor,1st Dose,32742
2021-06-24,Terengganu,1st Dose,3722
2021-06-24,Kuala Lumpur,1st Dose,32633
2021-06-24,Labuan,1st Dose,2125
2021-06-24,Putrajaya,1st Dose,421
2021-06-24,Malaysia,1st Dose,181901
2021-06-25,Johor,1st Booster,0
2021-06-25,Kedah,1st Booster,0
2021-06-25,Kelantan,1st Booster,0
2021-06-25,Melaka,1st Booster,0
2021-06-25,Negeri Sembilan,1st Booster,0
2021-06-25,Pahang,1st Booster,0
2021-06-25,Perak,1st Booster,0
2021-06-25,Perlis,1st Booster,0
2021-06-25,Penang,1st Booster,0
2021-06-25,Sabah,1st Booster,0
2021-06-25,Sarawak,1st Booster,0
2021-06-25,Selangor,1st Booster,0
